name,opened,sector,revenue,expenses,employees,locations,customers,ads,score1,score2,growth,potential,adsPerYear
Ry8 Corp,1985,10,6083045,3774940,61,8,1,3417,60,229,1768,6083045,104
KMc,1988,3,32883619,49644544,4826,1,1,2452,70,2,-1953,,82
X0LCzQ Corp,1997,3,890861,377902,5,3,1908287,2667,60,80,278,890861,127
Al0,1997,11,19538,9009,1,1,1,2595,55,10,-278,19538,124
Ucqc,1991,11,3032183,1684571,27,6,8,1983,40,517,-234,3032183,74
DVVCb Corp,1990,4,1038753,1151878,33,2,1,3023,40,10,-151,,108
WwC,1979,3,327100530,506727351,10048,36,1,2064,40,6,430,,53
Qxvc Corp,1985,2,70941804,46968690,4509,19,1,2026,60,5,2011,70941804,62
Yqe,1998,12,1118934,440872,7,3,2,3338,40,36,-3316,1118934,167
Djuz,1983,3,237693,323191,12,4,13,2077,40,1,2931,,60
Tr9 Corp,1995,13,39423125,78866571,1698,42,1,2665,63,4,258,,116
Mfrv,1991,3,22751023,13883526,1257,4,5,2290,60,1,1070,22751023,85
P99,1991,3,187231390,349772073,1888,12,2,2388,40,20,241,,89
Jzxsl,1985,3,115321803,238657601,14800,12,4,2813,60,9,622,,86
IcX,1986,3,21876041,39360285,704,27,1,2680,40,4,389,,84
GiedYw,1986,9,1201153,1333622,13,4,2,2609,70,12,-1577,,82
Nqlizcnp,1985,8,363224,373268,13,4,179,2629,60,6,282,,80
Iljzc,1997,3,1957013,5908760,469,8,34,3306,60,13,440,,158
Udhnb,1994,2,493142,691441,23,4,1,2820,60,47,1385,,118
Ytph,1987,3,154222,90649,1,1,1,3022,40,1,382,154222,98
ISbdj,1986,3,10235643,5588183,66,9,1,3144,60,19,783,10235643,99
WosuFMai5,1985,1,22240,17978,1,1,3,2252,60,23,-541,22240,69
Mz6s,1991,10,510189,645731,11,4,1,2537,70,4,-667,,94
Zzxp,1989,11,40806081,49719534,871,7,8,3173,60,1,-354,,110
Sw3L,1991,9,104896,117064,2,2,1,1918,40,6,483,,72
Cszv,1987,3,100328,108539,5,3,2,2993,60,4,611,,97
B0k,1989,6,71828,86020,8,3,3,2832,60,12,-1963,,98
Bigp,1988,4,31878189,26989506,666,26,13,2752,40,14,426,31878189,92
Djax LLC,1995,12,1089673,632195,32,6,172,2702,40,8,870,1089673,118
UAi Corp,1988,6,160158696,426680155,7366,39,4,2509,65,9,150,,84
Ltu Corp,1999,8,16402032,18219223,1468,39,2,2454,70,25,164,,130
U1nzm7och Corp,1984,3,178786,192944,5,2,1,2506,40,19,711,,74
Bzi Corp,1991,6,4748729,4798948,75,4,1,2976,60,3,1212,,111
YxxR5 Corp,1988,3,1457966,2185551,40,5,2,3682,40,57,624,,123
Lbcrw,1994,3,25029,21062,1,1,1,2261,60,1,-333,25029,95
Zc2,1983,4,1153946,1317989,52,1,1,2090,40,62,-860,,60
Jod Corp,1990,11,1450503,541248,12,4,1,2266,50,7,1130,1450503,81
Agth Inc,1989,10,31648420,61117211,276,17,3,2462,60,83,-1284,,85
RQkq Inc,1982,1,169100,150154,4,2,13,2241,40,4,-377,169100,63
ZoF Inc,1994,6,195014,152807,9,2,3,2051,60,4,-1064,195014,86
Esywn,1997,2,43722,105866,2,2,10,2319,55,3,447,,111
Gst,2000,3,104818026,49317507,479,12,2,1935,40,308,1748,104818026,108
WUp,1989,13,38229116,46856576,855,19,1278,2455,40,6,0,,85
B6k,1980,6,1569004,1226206,46,2,230,2212,60,7,-149,1569004,59
Miae,1983,3,8855986,11015280,277,17,3,2074,60,25,973,,60
BxU Corp,1997,1,79654,69141,2,2,5,3210,40,1,590,79654,153
Jqk Corp,1994,9,165227221,77524419,585,3,2,2229,66,241,-3101,165227221,93
UjUne,2002,1,71371,52628,3,2,2146,1917,62,14,948,71371,120
Vo5w Inc,1983,2,18512997,13234125,544,12,1,2370,70,5824,-213,18512997,68
JWj8,1978,3,96586120,130288304,2376,39,25,2767,60,15,883,,70
Cocx,2003,2,991313,2847315,281,9,3,2642,60,10,-468,,177
Naut,1992,6,721691,616247,5,3,5,2865,62,40,2298,721691,111
M62 Inc,1985,11,85505421,71455259,896,16,1,3056,70,24,533,85505421,93
HlbTF,1994,3,71239807,50130572,665,26,12,2586,40,3,-94,71239807,108
E5euk,1991,3,10234035,3642378,69,9,22,2208,40,2,101,10234035,82
YAgm,1990,8,9535652,9955147,102,11,3,2079,20,20,-1206,,75
ShtOu,1989,3,1446806,625620,11,4,3,2457,60,255,1713,1446806,85
Zzxme,1980,3,189671913,117846064,3584,10,2,2655,40,11,680,189671913,70
Tbfdc,1989,8,50405393,37385399,602,14,1,2239,60,1,3388,50405393,78
XGi,1981,13,6044980,4672127,95,10,14,3112,60,147,-4209,6044980,85
Gmoapxfha,1982,6,609695,963330,44,7,11,2263,60,10,-285,,63
Mzn3,1986,6,114381,104953,7,3,23,1927,40,272,837,114381,61
Ob3d,1991,6,40030298,18469210,323,9,2,2785,60,13,623,40030298,104
Ho3 Corp,1995,6,5650390,7128945,152,13,2,2520,60,26,-2194,,110
Q33d Inc,1995,3,95225832,70559648,592,7,5,2671,60,2,-290,95225832,117
N3esoe,1999,2,2513426,2704940,36,6,1,2678,70,9,-66,,141
Fdh,1986,3,871921,890319,22,5,1,2636,50,4,785,,83
NiAxt2,1987,6,55815,65354,5,3,1,2875,40,13,81,,93
Xiubdno LLC,1996,3,126199677,61558796,2384,3,2,3169,30,2,-1613,126199677,145
Zwuool,1986,6,35275364,25404439,1107,6,1,2912,60,159,3146,35275364,91
Gtd2c Corp,1989,8,9920773,25623943,275,17,1,2719,50,53,-82,,94
E1g,1988,6,256368,216690,6,3,1,2121,40,26,785,256368,71
Kajqmu,1990,8,959445963,831147568,43387,11,2,2507,60,12,2657,959445963,90
Md8,1986,3,21857451,41809965,1861,25,1,2815,80,3,2789,,88
R1jrpz,1986,3,23074416,89459422,1308,16,1,2336,45,86,278,,73
Nltuxdo2xremq,1991,3,8286,12558,1,1,1,2384,50,16,358,,89
Ltj,1984,3,45347,123278,9,3,2,2592,50,1,600,,77
FekGmh,1984,6,5213875,5172664,53,4,3,2510,50,1048,-372,5213875,74
ZjI,1997,11,2507640,4277035,69,6,4,2928,60,106,82,,140
Tbukj LLC,1989,13,132225,141878,12,4,2,2510,60,59,-149,,87
Ivnu,1984,11,131856,195364,3,2,18,2304,20,4,999,,68
NoL,1988,3,758803,1598701,99,6,32,2742,60,83,328,,92
Ryzzt,1993,10,9559816,13347991,333,19,530,2430,60,54,1587,,98
Iik LLC,1990,3,17455721,6838137,111,11,2,3011,62,24,69,17455721,108
Alsfk3w,1997,2,108114,62665,3,2,8,2302,40,1,290,108114,110
Icuuvl,1983,3,6033688,5485598,71,9,11,2686,60,2,1532,6033688,77
Agakerp,1986,8,31148,57953,6,3,5,2979,50,69,-2315,,94
Jrcz Corp,1976,3,6981185656,11601029247,525838,6,1,3221,40,91,759,,77
Cs4,1988,10,27015592,19227573,1209,8,2,2683,40,539,670,27015592,90
DoBPq LLC,1983,8,2564380,919639,15,4,73,2227,60,46,-1233,2564380,64
Ivoee,1978,3,6926565117,11988278827,214138,4,1,1843,60,27,1581,,47
We7 Corp,1980,6,155855,82138,1,1,1,2518,40,24,1038,155855,67
OjsksZjz,1994,3,127021005,78884516,1395,34,10,2294,50,1,-1748,127021005,96
AAxlyY Inc,1981,12,177691,157323,4,2,52,2221,50,2,-2682,177691,61
E2x,1989,3,40616651,33332370,2732,8,1,2547,60,32,1542,40616651,88
Kl6,1986,3,2486455,1365487,111,9,19,2522,60,3,441,2486455,79
Vvbbafni Corp,1998,11,114626,130515,1,1,3,2258,70,4,185,,113
HFou,1986,6,35263730,73843040,653,26,8,2778,60,46,1139,,87
Xzig Corp,1987,3,309905,270265,24,2,14,2419,60,94,1273,309905,79
Lbywl,1990,8,50987438,34853975,360,6,1,3163,60,220,-340,50987438,113
Apm,1980,12,236800,226594,2,2,3,2322,60,4,-26,236800,62
XcxpAlh LLC,1982,3,8685019,7888390,34,6,1,2920,60,8,-2019,8685019,82
Buy,1971,8,11279800,25782657,1679,3,5,2774,60,132,309,,60
Qsoy,1976,10,167814695,178432955,3196,10,1,2818,40,88,804,,68
Wrf Inc,1997,3,7098,11780,1,1,1,2438,50,31,-546,,117
HaQduq LLC,1988,3,841092,424445,11,4,7,1914,60,13,1970,841092,64
Fjk,1990,3,2664497,3373431,87,10,11,2188,40,1127,729,,79
Gpibku,1988,3,93783984,31019543,955,31,2,2317,40,3,633,93783984,78
Gtiqbq,2003,8,2984976,1470858,18,5,1,2020,60,48,4806,2984976,135
LwAj3hnUyphq4xaR,1984,6,73303337,160643932,4396,3,11,2944,40,12,878,,87
Wffftc,1991,8,28029,21378,1,1,1,2806,60,1,209,28029,104
P91d5t2,1998,10,1365193,983781,12,4,4,1989,55,22,-618,1365193,100
ZJe,1994,2,3130821,2186686,48,7,1,2631,50,44,269,3130821,110
C6uHw Inc,1984,11,22447969,18148823,448,22,20,2905,60,193,1548,22447969,86
YFrkeupdXll89xv,1992,8,10117276,15161499,434,5,11,2990,60,1,51,,115
Oygkd Corp,1989,4,3555441,4577581,80,9,35,2572,80,3,-840,,89
Rzx,1995,6,557706,322909,6,3,1,2570,40,5,-810,557706,112
Ygg LLC,1997,3,65200,43320,1,1,4,1915,64,29,233,65200,92
Vrb,1974,3,433039,392760,3,2,5,3050,40,21,-757,433039,70
Za7 Corp,1988,10,889464,953147,55,8,3,1646,40,40,488,,55
Tn5sH,1997,3,583539,1207485,9,3,2,2744,20,1,1574,,131
Fryb,1987,11,28642740,19462889,1301,31,3,3421,74,87,1493,28642740,111
IJy47x Inc,1985,1,306846679,266663615,5366,1,169,2411,40,494,1118,306846679,74
U2g4,1986,3,12311244,8440274,145,13,2,3856,40,4,276,12311244,121
Lo9otvz,2000,3,19396,9563,1,1,1,1707,60,9,1055,19396,95
Qce,1983,3,23458527,13252885,254,16,5,2686,60,12,-747,23458527,77
HllfU Corp,1982,13,203863,326621,24,3,2,2183,60,12,-2441,,61
Ebvjym,1988,13,370072,250950,13,3,2,2319,60,23,-449,370072,78
Eiqq,1994,11,2149110,1094889,82,10,3,2533,60,94,-447,2149110,106
SPs,1994,8,9699708,9005897,264,8,2,2105,60,2,371,9699708,88
Cc9 Inc,1995,3,395570850,405648475,19864,1,3,2775,60,92,315,,121
Mdaraak Corp,1992,3,57261085,56464005,1015,6,1,2433,65,2407,862,57261085,94
Quil028,1994,4,6012515,4336825,46,7,1,2322,60,3,3757,6012515,97
D3W Inc,2000,8,898082,1954274,168,3,1,2393,60,2,415,,133
QCixfph,1984,3,131044,125143,10,4,34,2147,40,26,-495,131044,64
Kmvs8v,1991,6,306565273,323548160,9406,29,1,2927,70,45,-296,,109
Lgjve,1991,3,12344270,19422625,537,9,8,2268,70,8,3449,,84
Mr3,1991,6,10349193,8685146,590,16,1,2636,50,1,503,10349193,98
Nsbe,1977,2,993617,1589441,67,9,71,3347,50,32,-2612,,82
Amv,1990,3,38242457,17507257,444,6,6,2666,60,13,133,38242457,96
JeM,1988,13,170300657,258224007,3697,7,1,2582,60,36,-1888,,87
Wyx,1975,3,657365,517384,2,2,1,2687,40,41,203,657365,63
Hmw,1997,6,581053649,612782699,16766,3,6,2016,40,1,1616,,96
TkIpM Inc,1990,8,33724995,40972018,762,7,3,2940,60,552,1027,,105
Vhghg Inc,1994,7,420642,749142,59,6,45,2717,60,6,579,,114
Gbpi Inc,1996,11,63221,68951,2,2,3,2444,40,1,4665,,112
ZcU Corp,1977,7,6935356,6094433,45,7,1,2232,40,719,4024,6935356,55
VfaL4mbfa9,1986,6,1190729603,1811508281,9498,9,879,2892,40,420,1096,,91
Hfl1,1993,13,9612767,8271220,375,20,4,3111,40,5,684,9612767,125
Cbu,1992,13,4105599,5589099,89,4,6,1803,60,29,-386,,70
PctW,2001,10,1830942,2362264,21,5,1,3111,60,3,2484,,183
RiGL1psnoc,1982,6,12427456,18298027,237,1,4,3152,40,82,78,,88
XlmngBub7C,1983,6,3071156,1650761,15,4,3,2301,50,2,1847,3071156,66
Kt3px,1985,6,19428295,38347397,528,21,2,3212,60,5,755,,98
OIz3oyemp,1991,3,3794515,4462788,254,4,1,2820,20,4,868,,105
Ksezkut,1986,7,2205827,4161672,119,1,1,3022,40,477,387,,95
EDuma,1991,3,81663686,230775608,8200,30,74,2180,50,4,41,,81
Akpj Corp,1991,3,1778052,3943246,328,19,16,3027,60,2,-1160,,113
RMwoyqgz7k Corp,1987,1,7477114,9981131,142,12,9,3415,66,354,1221,,111
Voz,1997,11,71056341,45968969,1245,34,36,3206,60,33,1235,71056341,153
Wy3 Corp,1983,6,1076697,749349,15,4,201,2371,63,82,464,1076697,68
CgkYhq9,1993,6,12953985,12518615,399,15,6,2456,60,10,1212,12953985,99
BnF,1994,3,26815416,19511184,768,28,25,3057,51,3,-2416,26815416,128
Aezz0byu,2002,8,6136652,8961071,107,2,18,2713,60,18,-1480,,170
Afuftcm,1991,11,729187,500600,12,3,4,2694,40,203,-1133,729187,100
Asb Corp,1996,8,113284,94457,2,2,1,1872,40,2,-531,113284,86
GP2,1990,6,79453870,27395958,123,12,2022,3153,60,5,2597,79453870,113
Jy4w,1987,13,160606644,104110788,453,6,1,3002,40,28,1320,160606644,97
Dbvqokyfee,1986,11,72216,149701,4,2,2,3566,40,8,2361,,112
Cv7 Inc,1990,6,11645346,11499087,295,18,2,2705,60,3,2461,11645346,97
L6f46,1987,6,61862628,45092150,1780,25,65,2801,60,1,-6320,61862628,91
PAj,1982,3,10910,7356,1,1,40,3150,65,28,147,10910,88
Hur LLC,1994,10,1243942,914873,10,4,20,2324,35,12,-1178,1243942,97
Hum,2001,3,423881,318337,15,4,30,2700,60,57,-536,423881,159
To7 LLC,1996,3,30423392,21910771,118,11,1,2399,60,2,211,30423392,110
Lso,1975,8,37762876,27897192,434,6,2,1880,70,1020,-2574,37762876,44
Wufy98dc Corp,1994,10,25968328,40754002,272,14,1,2520,40,971,1237,,105
XykS,2005,13,13583841,11421360,219,6,567,2236,40,1,-679,13583841,172
Urk3yyhm,1989,2,544706195,353777314,5899,11,4,3375,60,2,1871,544706195,117
Onyh LLC,1993,11,331743331,728361163,43031,34,1,2758,68,6165,654,,111
XKqG Corp,1994,9,3813,4332,1,1,1,2797,60,2,-428,,117
Mkzabe,1981,10,1423088,1317802,17,5,1,2108,40,1,-143,1423088,57
Gvyoi,1997,2,8429604,3890263,62,8,4,2888,62,4,1732,8429604,138
QtfcKjbQ,1979,8,8000281,19753493,255,16,1,2733,40,2,90,,71
Gzrkg2w,1997,13,68256961,26679875,464,17,3,2344,40,7,-784,68256961,112
Nw5 Inc,1990,3,130907789,146253892,2618,1,3,2627,59,718,1865,,94
Oj5 Corp,1987,4,2944062,6734273,423,13,1,2990,40,158,-1878,,97
Elk2d,1983,10,855868,982970,12,4,4,1943,40,32,-1391,,56
Zg0q,2002,6,352748434,396033936,8801,15,1,2672,60,82,-4164,,167
Bajtqv,1990,11,281991,396575,13,4,1,3023,60,2,-1103,,108
Dr5h,1978,3,10325234,16663868,473,22,1,2410,60,248,857,,61
E0g,1997,8,2192394,1727855,40,7,1,2987,50,333,205,2192394,143
S2f Corp,1985,3,1566995,1168874,39,7,16,2403,50,8,-663,1566995,73
Xnpdw,1989,3,10825208,13622801,90,10,2,2920,60,5,-1202,,101
ZlEf,1988,11,722390,325926,10,4,1,2998,40,104,-1120,722390,100
Gu7stde,1981,2,4314702,4172991,29,6,2,3119,60,5,-921,4314702,85
Fiu,1989,10,354738,308141,7,3,1,2591,60,2,-185,354738,90
Hgo Corp,1983,10,59710,39158,2,2,11,2098,60,14,-65,59710,60
W4cshQhLb,1987,3,115062,122498,6,3,5,2917,60,7,135,,95
Dve,1992,3,97580,62677,5,3,1,2831,60,6,370,97580,109
LB5,1994,3,297378300,119464634,4003,7,674,3640,40,39,635,297378300,152
Wrdq,1983,3,177895945,189898419,3252,21,2,2623,30,168,810,,75
Hrxd,1992,9,75057382,95208732,7016,31,1,2513,60,438,-958,,97
Atbcwk,1988,3,1807945,1495700,14,4,1,3015,50,6,1116,1807945,101
Do9kw0s11i Corp,1993,9,359876,106119,5,3,1,3499,40,9,-731,359876,140
Wr4d,1990,11,5792359,9592413,666,10,1,2543,40,191,-190,,91
LxC,1988,2,5977630149,4121699522,220089,15,1,3093,59,1,1053,5977630149,104
Gvrd Corp,1978,8,1610943,1479733,43,7,1,2612,70,7,-1145,1610943,66
TM1ya,1990,3,57926301,101696320,2193,7,11,2912,60,4,543,,104
Szm Corp,1992,4,170167,249319,8,3,1,2540,60,50,2291,,98
FyyMu5 LLC,1985,12,144584,188406,2,2,18,2263,60,1,1487,,69
Hchho,1983,13,15863159,13262875,208,9,2,2437,60,188,1956,15863159,70
EEqok,1988,6,106207842,76068687,2837,54,4,2398,59,26,-14,106207842,80
Jya,1979,8,3857468,2312596,57,8,5,2656,60,15,1494,3857468,69
Lpmg Corp,1978,13,744221,1592098,24,5,11,2384,80,504,-61,,60
Ref,1992,3,1318410,936003,27,6,1,2772,50,45,-1964,1318410,107
Kfz,1989,6,35494752,27275868,611,25,3,2874,40,1,2167,35494752,100
Uoa4,1994,6,234354,389957,13,4,1,1468,60,30,-2127,,62
Mrup Inc,1992,11,176560404,160319555,1676,28,1,2513,40,23,440,176560404,97
Obk,1996,10,23943218,42714668,1311,12,3,2361,40,173,-1718,,108
RBchn,1994,3,14196819,11043924,231,4,11,3072,60,155,-1197,14196819,128
Wdwu9d,1998,3,1065149,490278,6,3,3,2453,60,25,1719,1065149,123
Arnu Inc,1985,10,88443017,166124917,5272,10,165,2585,40,1,6018,,79
TuhdU26P,1997,8,2770660,3735197,30,5,393,2538,60,14,652,,121
Mi05,1997,13,23221838,47530887,896,1,9,2029,60,23,1117,,97
Oyjm,1992,6,52459384,59049973,4607,6,1,3195,60,12,0,,123
Xt9nt,2004,8,35256719,39987409,690,16,574,3114,58,35,-1502,,223
Mhu,1994,3,94643,222543,9,3,219,2177,70,43,1219,,91
Oxb5zy Inc,1993,3,4358080,4959912,64,8,2,1916,70,1176,-113,,77
Nhm1 Inc,1997,11,187251355,196433693,3218,9,2,2348,40,13,-1335,,112
LCh,1993,2,275074458,460320338,11902,21,1,3218,40,18,-3057,,129
Noo,1991,6,3614482,3926658,29,1,4,2476,40,2,-56,,92
DfGk,1992,3,53664224,25709808,404,19,11,2344,60,18,402,53664224,91
Dml,2001,3,35913,74014,3,2,1,1785,75,27,70,,105
KQbsd,1989,3,2451289,3720590,57,5,12,2898,50,6,1401,,100
Hudq,1997,6,105346405,173440925,4605,68,2,3144,60,37,2955,,150
Fbwjn,1995,6,16535429,38980182,1858,18,14,3291,60,6,210,,144
Ddbrx,2003,6,23821,24216,1,1,9,2284,70,6,851,,153
Jmlghm,1995,8,12925,11593,1,1,83,2281,38,220,-1762,12925,100
Pxr,1982,10,259592873,114555689,2350,1,69,3627,70,4,536,259592873,101
Amm Corp,1991,3,1403784,1072604,7,3,5,1893,40,1,-1977,1403784,71
Bka,1991,10,11458239,10933628,83,10,8,2251,40,11,848,11458239,84
V1Rn Inc,1984,8,3775111,4865794,109,11,6,2685,60,15,-1399,,79
Zgqn2 Inc,1990,4,321921906,331964051,30344,8,24,2708,40,349,364,,97
Mta Corp,1985,10,1156561,2326734,26,6,6,2565,70,34,-1299,,78
Uggh,1994,3,11409549,8213320,55,2,1,2220,60,11219,1057,11409549,93
Nfj,1986,8,425110,199350,5,3,3,2372,40,22,76,425110,75
Fpw,2007,11,28201586,27912114,1210,11,2,2551,40,178,486,28201586,232
Izb,1993,11,49796271,40082631,650,13,1,2753,40,1,-308,49796271,111
Lumm,2000,3,107509856,169727407,5866,20,4,2993,68,6,-1020,,167
NaclS3fke,1976,10,8173386,6923215,263,2,2,2070,60,114,789,8173386,50
Tjx,1998,11,2581421,1951334,52,8,122,2094,50,117,1173,2581421,105
Grv Corp,1983,8,19860,15994,1,1,1,2547,60,14,2296,19860,73
Ejfbq Inc,1998,9,284105,201745,3,2,14,2495,60,18,-1473,284105,125
QbdgPplZ,1999,3,544357653,860651333,8290,18,3,2273,50,201,288,,120
EFu LLC,1990,5,77209271,43564603,3888,34,1,3272,40,2,1885,77209271,117
Rls,1994,11,123432,62703,3,2,3,2445,40,50,-2726,123432,102
Nxcb,1983,2,17240131,18330860,917,29,1,2410,40,8,123,,69
VWhdl,1978,3,334272791,551829528,4093,15,2,3009,60,30,-786,,76
R379v,1983,3,3269337,2018876,26,6,1,2204,70,7,920,3269337,63
Rpwtb,1984,10,2510669,6038431,535,24,5,2055,60,440,767,,61
Uvbrw,2008,11,115127,176039,2,2,2,1774,60,4,50,,178
Div,1983,11,19393491,18096643,148,1,3,2123,50,7,-2197,19393491,61
Alae LLC,1998,11,970708,2975052,21,5,11,2376,66,8,-11641,,119
Smxs,1995,2,1661104,907961,16,4,1,3225,50,4,473,1661104,141
KIlk Corp,1986,3,31904,94718,9,3,56,1880,60,12,-1123,,59
Slq,1998,3,3162962,3290435,189,10,23,2561,40,482,2168,,129
FWk8x,1993,13,23791612,27021153,2346,4,1,2319,50,4,3134,,93
Vu4,1981,9,157684,174941,5,3,1,2309,40,2,330,,63
Sa6ols,2001,7,134392,128589,3,2,199,2883,40,196,-1570,134392,170
Lqc4,1979,3,4816052,5065661,304,2,1,2185,60,3,1064,,57
Qyu Corp,1997,3,1208718,356879,14,4,1,2590,60,7,-1967,1208718,124
C6iy,1985,11,548789,1748474,11,3,4,2069,60,14,1078,,63
WjcFxMg,2001,3,6780114,5576698,469,22,4,2385,60,145,805,6780114,141
Vt1,1985,6,58718,81083,1,1,1,3031,60,14,-68,,92
REwm,2002,9,178220492,82095327,3056,9,1,3267,50,1,-1023,178220492,205
Thohqyu,2002,3,43933003,42907275,438,15,2,1997,60,1,-2412,43933003,125
Yngol3 Corp,1990,6,8498890066,9229776819,135622,17,4,2467,50,14,-6206,,89
Tcb5,1987,11,76155,25298,3,2,2,3133,40,403,-1221,76155,102
Aqk,1989,3,6727245,5422370,101,1,13,3336,60,5,754,6727245,116
PgVzgza,1985,1,5813,9451,1,1,1,3028,40,1,3929,,92
Bpyo4l7fye,2002,3,4024553,1973033,28,6,2,2891,60,5,-907,4024553,181
Cvk LLC,1983,7,478601846,736231646,37987,4,33,2499,40,23,-698,,72
VGgom,1993,3,264028,215736,8,3,6,2629,60,182,25,264028,106
NnG,1994,3,675996230,1309072797,9158,9,934,2004,65,387,-2623,,84
Bgs9rnz,1995,10,6089,16133,1,1,30,2784,40,4,170,,122
Z9i Inc,1996,8,4615416,2478330,12,4,1,2603,52,2,-2076,4615416,119
Ks2 LLC,1977,3,16473,19539,2,2,2,2619,60,41,-1377,,64
SY6m,1988,9,9872551,8382698,239,8,1,2712,60,19,1834,9872551,91
Zr4c,1990,3,8499477,6183842,42,7,51,2476,65,6,1705,8499477,89
Pk7,1990,8,10092299,5662225,124,12,2,2558,60,9,1363,10092299,92
Efq6vrfg,1985,8,104009,232935,7,3,3,1787,55,1,1139,,55
Hezt,1982,6,1868224,1712278,64,8,1,2871,40,49,-20,1868224,80
Wedl52zf,1989,6,1063106,633949,26,2,21,2568,40,9,198,1063106,89
Dfcb Inc,1996,3,127169329,129121797,5722,18,1,2602,40,7,563,,119
Olig,1985,11,2236087,2049563,32,6,3,2125,40,96,-606,2236087,65
Liq,1998,10,20874315,28901052,546,9,2,2461,70,39,-822,,124
Bs4a,1984,10,471996102,328360520,13668,42,21,2395,40,10,598,471996102,71
Grmn Corp,1997,8,16967249,21726020,191,9,1,3336,60,226,-1576,,159
Gz4lkh6g,1985,2,399411,553236,9,3,1,2127,40,112,1979,,65
Xdgr,1981,10,10323426,14346466,125,12,5,2438,60,9,1089,,66
Mtfs5,1995,6,50019366,70250933,376,20,2,2194,60,26,-393,,96
Fxcawr Inc,1983,6,834647939,1494997849,23330,11,44,2623,40,42,1722,,75
Kor1 Corp,2001,6,756,1162,1,1,2,1821,50,16,-546,,108
RIaz Inc,1991,1,3814201,2491564,95,3,1,3184,40,102,-104,3814201,118
Wdpd,1980,3,929679,1583984,141,7,2,2738,60,43,91,,73
Znhevt,1996,1,670693,145834,4,2,2,2451,68,5,1013,670693,112
IWtnis,1979,13,584803816,695875404,51824,13,2,2211,70,731,-4621,,57
TS5m Corp,1983,3,161290,118804,1,1,4,2317,64,365,-594,161290,67
Q5o Inc,1997,3,1898003,3061421,57,8,2,2297,60,14,482,,110
W2oyVZg Corp,1991,8,54241814,38166689,477,4,2,2364,40,14,-2682,54241814,88
Bcjd Corp,1995,9,57079472,48258130,2541,51,2,1824,80,6,3011,57079472,80
XHwurd,1988,3,417463615,262849996,11598,1,3,2104,60,877,1574,417463615,71
Mso Corp,1976,10,2474045,3442534,125,12,1,2431,60,19,2200,,58
JHxd,1994,2,2470052,1264933,19,5,2,1863,60,1,1083,2470052,78
O2y1,1995,3,8051974,7076205,65,9,1,1692,66,1,-246,8051974,74
RrajD Corp,1992,7,2561826,1671356,30,6,1,3210,40,1,-1230,2561826,124
Zsri Corp,1979,2,2561551,2933090,18,2,19,2703,60,2,-1337,,70
Cns Inc,1988,6,850597,839156,7,3,360,3105,40,1,5251,850597,104
Tl9P,1996,10,3397727737,7048865168,217244,13,5,2409,40,6,572,,110
Uyqd Corp,2009,9,1445345562,595845457,9384,15,1,2484,60,12,-210,1445345562,276
Rzku,1995,3,701484,700613,3,2,28,2762,70,4,1826,701484,121
Rebny,1985,3,51022102,34752619,199,15,9,3323,40,3,262,51022102,101
KFs0as LLC,1985,6,254661,408659,23,3,2,2215,40,18,727,,68
Za7jgdocg,1989,8,6048830,5803564,133,12,136,3155,60,84,903,6048830,109
Gpb,1979,3,127723549,61734384,955,31,2,2745,60,4,-66,127723549,71
Rci Corp,1989,8,2725476,2507465,116,11,1,2378,40,58,2476,2725476,82
Dl6t,1996,13,663724,607887,20,5,242,3484,50,761,1577,663724,159
XsyLY Corp,1984,8,13856,14191,1,1,1,2294,76,1,-55,,68
RexJofu,1998,8,151833873,299918542,4840,27,2,2670,50,4,1606,,134
J2m Corp,1990,9,22182375,18889389,201,15,1,3005,60,285,104,22182375,108
Asm,1973,3,12123682048,18339191368,154063,6,2,2517,40,2,-515,,56
AiBP,1996,12,4099575,4192176,261,2,11,2808,40,87,441,,128
Qfvumz,1987,3,32971008,60445098,436,12,1,2316,50,1,-386,,75
BXw,1994,3,7179892,13825735,278,5,15,2555,40,34,736,,107
TvGu,1978,2,55429073,67406905,1422,10,9,1682,40,7,-378,,43
Cpr,1981,3,369829,254873,5,3,1,2792,60,49,-2011,369829,76
XfwgqQYooci LLC,1990,5,412583404,145567965,1111,3,12,2523,60,4,-557,412583404,91
Com,1997,6,297588,270915,5,3,1,2646,50,38,-1588,297588,126
Gp5,1997,11,2012458,3585435,126,12,2,3243,40,6,383,,155
Skdct,2000,3,2100,1331,1,1,5,3078,50,7,-3709,2100,171
BHv Corp,1978,9,390393,251834,5,3,3,2735,60,254,-1193,390393,69
JjaL9,1989,10,99400,132035,3,2,2,2861,60,3,776,,99
NRlgm,1990,2,15340397,13656796,188,14,1,2361,55,192,440,15340397,85
LsettsHt,1996,3,12123069,15248296,139,3,102,2632,50,1125,-219,,120
O9Qm,1988,6,5278643,2264379,22,5,4,2224,20,1,212,5278643,75
HceeI,1988,3,40050817,44739603,2441,18,4,2361,64,10,-385,,79
Ln1L56a55bc,1996,12,1504943,1568038,55,3,1,2467,40,1,-2455,,113
LiFt Corp,1989,8,84793187,92852671,1514,5,2,2750,40,2,-5552,,95
A6r Inc,1995,10,12350855,10662860,169,11,121,3282,40,2,989,12350855,143
Ttraa,1986,7,706347,288795,25,4,2,2824,70,312,1416,706347,89
Hdsy,1989,6,562442,224027,4,2,11,2833,60,5,1691,562442,98
